Sample_ID,AKT1,APC,BRAF,CDKN2A,CTNNB1,EGFR,ERBB2,FBXW7,KRAS,MSH2,MSH6,NRAS,PIK3CA,PTEN,SMAD4,SMARCB1,STK11,TP53
GSM734121,9.64745842645492,7.321928094887362,8.179909090014934,7.515699838284044,11.14274527675153,8.31741261376487,9.071462362556623,7.876516946565,10.068778277985414,9.854868383260238,9.333155350310616,11.070120944476823,8.252665432450248,8.558420713268665,8.63662462054365,8.96289600533726,8.588714635582265,10.449148645375438
GSM734122,9.447083226209651,7.768184324776926,7.599912842187128,7.86418614465428,10.743992861060176,8.08746284125034,8.224001674198107,8.066089190457772,10.10459875356437,9.152284842306582,9.207014320177532,10.935165049603697,8.0,9.285402218862249,8.50382573799575,8.707359132080883,8.29920801838728,10.002815015607052
GSM734123,9.914385132155443,7.515699838284044,8.071462362556625,7.607330313749611,10.85096815098244,8.252665432450248,8.219168520462162,8.144658242831882,10.07815080773465,10.181152256865566,9.823367240046236,10.69522829149575,7.285402218862249,9.65284497300198,8.224001674198107,8.851749041416058,8.2667865406949,8.643856189774725
GSM734124,9.818582177480858,7.965784284662087,7.839203788096944,7.285402218862249,11.776021715252812,8.562242424221074,8.447083226209653,8.16490692667569,10.26795708440284,9.4898479604393,9.233619676759702,10.632995197142955,7.546894459887637,9.84862294042934,8.83605035505807,9.047123912114026,8.224001674198107,10.41679752760606
GSM734125,9.908392620773752,7.209453365628949,7.614709844115207,7.285402218862249,10.436711542137214,8.2667865406949,8.618385502258606,7.948367231584678,10.599912842187129,9.829722735086058,9.257387842692651,10.506803437795648,7.774787059601174,9.445014845868425,7.960001932068081,8.89178370321831,8.581200581924957,10.79766152585376
GSM734126,10.016808287686557,7.643856189774724,7.88874324889826,7.94251450533924,11.029287226968243,8.144658242831882,8.353146825498083,8.103287808412023,9.80574387215162,9.344295907915818,8.778077129535358,10.9469062744564,8.016808287686553,9.333155350310616,8.447083226209653,8.867278739709663,8.618385502258606,10.28424574982967
GSM734127,10.074141462752506,7.800899899920305,7.826548487290916,6.977279923499917,10.484822894262146,8.238404739325079,8.29920801838728,7.643856189774724,10.187352073200495,9.324180546618742,9.184875342908285,10.266786540694902,7.285402218862249,9.481799431665753,8.417852514885897,8.76487159073609,8.625708843064466,10.744833837499549
GSM734128,9.77313920671969,7.531381460516312,7.977279923499917,7.507794640198696,10.632086412835182,8.098032082960527,8.060695931687555,8.139551352398794,9.988684686772167,9.634811050171718,9.280770770130603,10.787902559391432,8.184875342908285,9.672425341971495,8.668884984266247,8.820178962415188,8.330916878114618,10.06339508128851
GSM734129,10.204571144249204,7.483815777264256,7.622051819456376,7.787902559391432,11.266786540694902,8.442943495848729,8.554588851677638,8.144658242831882,10.095397022792556,9.507794640198696,9.4757334309664,10.796039608829773,7.539158811108032,9.623881490013458,8.57742882803575,8.90086680798075,8.330916878114618,10.24198314969433
GSM734130,10.040289721025715,7.741466986401146,8.098032082960527,7.276124405274238,10.94251450533924,8.813781191217037,8.668884984266247,7.614709844115207,10.083479327331842,9.802516365121225,9.187352073200495,10.581200581924955,8.076815597050832,9.29920801838728,8.169925001442312,8.845490050944376,7.870364719583405,6.954196310386876
GSM734131,9.909893083770042,6.807354922057604,7.988684686772166,8.129283016944965,10.99435343685886,8.625708843064466,8.29920801838728,7.643856189774724,10.004220466318197,9.915879378835774,9.30149619498255,10.622051819456376,7.826548487290916,7.434628227636725,8.588714635582265,8.727920454563199,8.507794640198696,10.01262453886506
GSM734132,10.457380879072536,7.787902559391432,7.894817763307945,7.139551352398794,10.684748620421626,8.543031820255239,8.611024797307353,7.800899899920305,10.159871336778387,10.029287226968243,9.184875342908285,10.527477006060396,7.294620748891627,8.134426320220927,7.665335917185176,8.948367231584678,8.434628227636725,7.562242424221073
GSM734133,10.28886607416582,7.515699838284044,7.781359713524661,7.285402218862249,10.839203788096944,9.016808287686551,8.710806433699352,8.108524456778168,9.573647187493323,10.004220466318197,9.39660478118186,10.825753832883112,7.622051819456376,9.519636252843211,8.339850002884624,9.73809225962049,8.353146825498083,10.164906926675688
GSM734134,9.417852514885896,7.894817763307945,8.098032082960527,7.366322214245815,10.33427328530719,8.842350343413809,8.791162888555018,8.16490692667569,10.592457037268082,9.76155123244448,9.499845887083206,10.584962500721156,9.052568050804156,9.56414948998573,8.29920801838728,8.820178962415188,8.409390936137703,9.829722735086058
GSM734135,9.403012023574997,7.851749041416057,7.988684686772166,7.22881869049588,10.570804437724496,8.714245517666123,8.632995197142959,7.948367231584678,9.766528908598865,9.46352437327118,9.290018846932618,10.682994583681683,8.184875342908285,9.560332834212442,7.948367231584678,8.90689059560852,8.335390354693924,10.115043650161711
GSM734136,10.286557761607956,7.9188632372745955,8.076815597050832,9.579315937580017,10.517669388133813,9.280770770130603,9.221587121264806,8.17492568250068,9.94251450533924,9.709083812550343,9.092757140919852,10.972261848733291,7.459431618637297,7.366322214245815,8.124121311829187,8.832890014164743,8.714245517666123,7.044394119358453
GSM734137,9.370687406807216,7.826548487290916,8.038918989292302,6.94251450533924,10.51175265376738,8.280770770130603,8.816983623255382,7.6582114827517955,9.840777923595054,9.758223214726724,8.823367240046236,11.381542951184583,8.62935662007961,9.590587049915037,8.233619676759702,8.546894459887637,8.7714894695006,9.192292814470768
GSM734138,9.513727595952435,7.614709844115207,8.339850002884624,7.400879436282184,10.821773981970567,9.4093909361377,9.002815015607053,7.88874324889826,9.977279923499918,9.98441845880114,9.224001674198105,11.053925881531104,8.076815597050832,9.403012023574997,8.778077129535358,8.876516946565,8.262094845370179,10.071462362556623
GSM734139,9.721099188707186,7.076815597050832,7.754887502163469,6.94251450533924,10.30035256032822,8.7714894695006,8.693486957499326,7.686500527183218,9.622051819456376,9.39660478118186,9.008428622070582,10.836839359748716,7.149747119504682,9.63662462054365,7.807354922057604,8.89178370321831,8.139551352398794,7.22881869049588
GSM734140,9.746514321138465,7.721099188707186,7.787902559391432,7.554588851677638,11.062720767165043,8.271463027904375,8.108524456778168,7.988684686772166,10.019590728357882,9.980139577639155,9.558420713268664,10.900112062977458,7.714245517666122,9.78135971352466,8.285402218862249,9.159871336778387,8.144658242831882,10.198445041452365
GSM734141,9.634811050171718,7.330916878114618,7.74819284958946,7.45121111183233,11.298635406734242,8.044394119358454,8.0,7.761551232444479,9.850186837645774,9.721099188707186,9.23840473932508,11.027905996569883,7.467605550082998,7.679480099505446,8.005624549193879,8.791162888555018,8.076815597050832,9.428360172704291
GSM734142,10.200898605038445,7.768184324776926,8.16490692667569,7.238404739325079,11.146568675740786,8.994353436858859,8.73470962022584,8.611024797307353,9.744833837499549,9.579315937580017,9.172427508645484,10.592457037268082,7.9188632372745955,8.939579214314692,8.43879185257826,8.994353436858859,8.375039431346924,8.603626344986191
GSM734143,10.049848549450562,7.761551232444479,8.044394119358454,7.03342300153745,11.590587049915037,8.2667865406949,8.330916878114618,7.876516946565,10.22881869049588,9.7431513941125,9.696967526234287,10.812979471251484,7.0,9.57553924683453,8.679480099505447,8.957102041562287,8.430452551665532,10.226412192788786
GSM734144,10.230020435705637,7.700439718141093,7.826548487290916,7.149747119504682,10.328674927327947,8.74819284958946,8.876516946565,8.17492568250068,10.729620743553038,9.91139198784346,9.39231742277876,10.823367240046236,7.636624620543649,9.592457037268082,8.826548487290916,9.221587121264806,8.108524456778168,10.040289721025715
GSM734145,10.231221180711186,7.459431618637297,8.31741261376487,7.459431618637297,11.507794640198696,8.758223214726724,7.839203788096944,8.108524456778168,10.294620748891628,9.461479447286155,9.192292814470768,10.901621158346112,7.721099188707186,9.03342300153745,8.262094845370179,9.0,8.303780748177104,9.779719355143405
GSM734146,9.756556322524087,7.400879436282184,8.189824558880018,7.219168520462162,11.205182326228645,8.700439718141093,8.845490050944376,8.348728154231077,10.05528243550119,9.766528908598865,9.35974956032233,10.776433032444734,7.977279923499917,9.550746785383245,8.751544059089097,9.172427508645484,8.49585502688717,10.059344460824423
GSM734147,10.336506559810257,7.169925001442313,7.761551232444479,7.276124405274238,10.530406337099068,8.980139577639157,7.954196310386876,8.144658242831882,10.25974326369078,10.060695931687556,9.535275376620804,10.923327485419192,7.523561956057013,10.03754695396218,6.930737337562887,9.118941072723509,8.535275376620802,7.357552004618085
GSM734148,9.688250309133178,7.569855608330948,7.845490050944376,8.829722735086058,10.804937672051908,8.189824558880018,6.894817763307944,8.092757140919852,9.871905237659186,9.791162888555018,9.98441845880114,10.80896417491926,7.312882955284356,9.030667136246942,8.643856189774725,8.832890014164743,8.271463027904375,9.280770770130603
GSM734149,9.92481250360578,7.977279923499917,7.475733430966398,7.88874324889826,12.19075064966236,7.467605550082998,8.475733430966399,7.515699838284044,9.794415866350109,10.127994320976391,10.096715154488535,10.644757592516257,7.179909090014935,9.231221180711186,8.686500527183219,9.008428622070582,7.971543553950772,9.224001674198105
GSM734150,9.558420713268664,7.03342300153745,8.005624549193879,8.103287808412023,11.076147528022506,8.977279923499918,8.0,7.954196310386876,10.001408194392807,9.481799431665753,9.41151098801207,10.163649676015826,7.375039431346925,8.804131021183318,8.614709844115207,9.231221180711186,8.426264754702098,9.927777962082342
GSM734151,9.682994583681683,7.721099188707186,8.179909090014934,9.022367813028454,10.95274124718649,9.189824558880018,8.179909090014934,8.400879436282185,10.30149619498255,9.467605550082997,9.370687406807216,10.477758266443889,7.636624620543649,9.290018846932618,8.75488750216347,8.96289600533726,8.758223214726724,10.038918989292304
GSM734152,9.734709620225836,7.129283016944966,8.294620748891626,7.577428828035749,11.269711121142782,9.036173612553483,8.546894459887637,8.214319120800766,10.005624549193875,8.459431618637296,8.974414589805528,10.506803437795648,7.266786540694902,9.668884984266247,8.813781191217037,9.098032082960527,8.658211482751796,10.032045726930807
GSM734153,10.049848549450562,7.6582114827517955,7.936637939002572,7.761551232444479,11.163020639580791,8.668884984266247,8.73809225962049,8.194756854422248,9.918863237274596,10.393390457443989,9.831307243802051,10.866506212226202,7.9188632372745955,9.385862400641464,8.73809225962049,8.997179480937621,8.467605550082997,10.023754353299418
GSM734154,9.91139198784346,7.0,7.90086680798075,7.022367813028454,11.130570562805428,8.62935662007961,8.90689059560852,7.768184324776926,9.845490050944376,9.447083226209651,9.240791332161958,11.004922678569043,8.17492568250068,9.172427508645484,8.005624549193879,8.622051819456377,7.857980995127572,11.023061249735337
GSM734155,9.658211482751794,6.857980995127572,7.794415866350106,7.607330313749611,11.9469062744564,8.451211111832329,8.434628227636725,7.800899899920305,9.821773981970567,10.203348002979764,9.681238411777803,10.470658874060552,7.179909090014935,9.73809225962049,8.912889336229961,8.744833837499545,8.303780748177104,10.28886607416582
GSM734156,9.80896417491926,7.499845887083206,7.679480099505446,7.011227255423254,10.934428040626804,7.531381460516312,9.0,8.027905996569885,9.933690654952237,9.426264754702098,8.67595703294175,11.178042328864825,8.071462362556625,9.419960177847887,8.308339030139408,8.707359132080883,8.05528243550119,8.038918989292302
GSM734157,10.005624549193875,8.044394119358454,7.781359713524661,6.78135971352466,10.379378367071263,8.873444112515376,8.804131021183318,8.113742166049189,9.89633240390994,9.78953364497036,9.169925001442314,11.200898605038445,8.108524456778168,9.366322214245816,8.434628227636725,8.997179480937621,8.562242424221074,9.640244936222349
GSM734158,9.344295907915818,6.78135971352466,8.519636252843213,7.209453365628949,10.731319031025064,9.211888294546004,8.936637939002571,7.88874324889826,10.12670447284319,9.98584193700334,9.521600439723729,11.159871336778387,8.08746284125034,9.287712379549449,8.49585502688717,8.918863237274595,8.426264754702098,9.85642552862553
GSM734159,9.870364719583405,6.845490050944376,7.977279923499917,7.330916878114618,10.64745842645492,8.344295907915816,8.873444112515376,8.03342300153745,10.0,9.698704666770343,9.4757334309664,11.158609688214478,7.672425341971495,9.4898479604393,8.321928094887362,8.876516946565,8.640244936222347,8.08746284125034
GSM734160,9.605479518061667,7.483815777264256,7.515699838284044,7.971543553950772,11.258566033889933,7.977279923499917,8.471675214392045,7.800899899920305,10.199672344836364,9.663558104217271,9.693486957499326,10.872674880270608,7.86418614465428,9.481799431665753,8.73470962022584,8.661778097771986,8.558420713268665,10.414685235807216
GSM734161,9.89026427702111,7.22881869049588,7.948367231584678,7.276124405274238,10.428360172704291,8.118941072723507,8.584962500721156,7.787902559391432,9.93810932621924,9.754887502163468,9.337621901992508,10.94617524072356,7.832890014164742,9.751544059089095,8.383704292474054,8.974414589805528,8.17492568250068,9.837627933171404
GSM734162,9.807354922057604,7.159871336778389,7.546894459887637,7.569855608330948,11.623424289869911,7.768184324776926,8.31741261376487,8.353146825498083,10.005624549193875,9.878050912728536,9.627533884472792,10.971543553950772,7.562242424221073,9.41151098801207,8.060695931687555,8.88874324889826,8.24317398347295,10.502831804066744
GSM734163,10.144658242831882,7.442943495848729,7.894817763307945,8.066089190457772,10.092757140919852,8.658211482751796,8.51175265376738,8.05528243550119,10.213104219641908,9.513727595952435,9.18239435340453,10.31174831500496,8.092757140919852,9.335390354693924,8.308339030139408,8.980139577639157,8.280770770130603,9.394462694610317
GSM734164,9.350939181546432,7.826548487290916,8.118941072723507,7.285402218862249,11.153552031708111,8.59618975614441,8.820178962415188,7.971543553950772,9.894817763307945,10.015415052386688,9.438791852578262,10.593391122791736,7.515699838284044,9.519636252843211,8.499845887083206,8.682994583681683,8.224001674198107,10.318542809702723
GSM734165,9.823367240046236,6.906890595608519,7.651051691178929,7.303780748177103,10.85642552862553,8.247927513443585,8.375039431346924,7.948367231584678,9.584962500721156,10.008428622070582,9.403012023574997,10.858758099935422,7.129283016944966,9.700439718141093,8.78135971352466,8.848622940429339,8.184875342908285,9.971543553950772
GSM734166,10.24198314969433,6.700439718141092,7.924812503605781,6.700439718141092,11.617467465294196,8.611024797307353,8.951284714966972,8.103287808412023,10.565102078360312,10.276124405274238,7.366322214245815,10.950555897047511,7.94251450533924,9.884170519108435,9.076815597050832,8.816983623255382,8.344295907915816,11.140190703191836
GSM734167,10.01262453886506,7.686500527183218,7.7279204545632,7.707359132080882,11.081483438093674,8.531381460516313,8.758223214726724,8.103287808412023,10.57742882803575,9.661778097771988,9.36194377373524,11.153552031708111,7.531381460516312,8.98299357469431,8.870364719583405,9.131856960608792,8.434628227636725,10.072802534544207
GSM734168,9.802516365121225,7.276124405274238,7.86418614465428,7.339850002884624,10.875749351420056,8.73470962022584,8.980139577639157,7.794415866350106,9.679480099505446,9.796039608829773,9.1006623390052,10.730470137184222,7.88874324889826,8.968666793195208,8.219168520462162,9.17492568250068,8.550746785383243,7.832890014164742
GSM734169,9.35974956032233,6.965784284662088,7.417852514885899,7.839203788096944,10.470658874060552,8.63662462054365,8.344295907915816,7.643856189774724,10.517669388133813,9.815383295813538,9.29691620687929,10.757390009366638,7.672425341971495,9.467605550082997,7.977279923499917,8.90689059560852,8.154818109052105,9.294620748891628
GSM734170,9.471675214392045,7.08746284125034,7.159871336778389,7.467605550082998,11.928888439397635,7.6582114827517955,7.546894459887637,7.483815777264256,10.068778277985414,9.818582177480858,9.562242424221074,10.370687406807216,6.820178962415189,9.668884984266247,8.233619676759702,8.661778097771986,7.9188632372745955,9.461479447286155
GSM734171,9.802516365121225,7.845490050944376,7.988684686772166,7.098032082960527,10.876516946565,8.184875342908285,8.751544059089097,8.044394119358454,10.312882955284357,9.954196310386877,9.56414948998573,10.954196310386877,7.693486957499325,9.34872815423108,8.758223214726724,9.167418145831736,8.247927513443585,10.177419537989236
GSM734172,9.80896417491926,6.714245517666122,7.569855608330948,7.417852514885899,10.588714635582264,8.228818690495881,8.693486957499326,7.409390936137703,11.16804526822409,9.72962074355304,9.667111542075029,10.7431513941125,7.7279204545632,8.839203788096945,8.915879378835772,8.700439718141093,8.139551352398794,9.49585502688717
GSM734173,9.731319031025064,7.467605550082998,8.199672344836364,6.894817763307944,10.887982133058454,8.816983623255382,8.499845887083206,7.936637939002572,10.203348002979764,10.817783121774534,9.949826710759112,10.81858217748086,7.741466986401146,9.413627929024171,8.417852514885897,9.152284842306582,8.519636252843213,9.987264012072538
GSM734174,9.98584193700334,7.774787059601174,7.554588851677638,7.159871336778389,11.728770849542665,7.894817763307945,9.027905996569883,7.781359713524661,10.020979938904212,9.756556322524087,9.57742882803575,10.708221730038352,7.483815777264256,9.61654884377899,9.016808287686551,8.980139577639157,8.24317398347295,9.885696373339394
GSM734175,10.210671343785622,8.144658242831882,8.654636028527968,8.199672344836364,10.273795599214266,8.79766152585376,7.546894459887637,7.845490050944376,10.542064542283445,9.962896005337262,10.310612781659527,10.76983784362944,8.339850002884624,9.236014191900086,8.194756854422248,8.72451385311995,8.366322214245816,9.786269627648466
GSM929494,9.99435343685886,6.507794640198696,6.882643049361842,6.7414669864011465,9.977279923499918,7.832890014164742,12.659549996879871,7.392317422778761,9.837627933171404,8.985841937003341,9.31741261376487,9.958552715431011,6.977279923499917,9.076815597050832,7.139551352398794,8.625708843064466,7.924812503605781,9.867278739709665
GSM929495,9.544964432789238,6.727920454563199,7.129283016944966,6.189824558880018,11.825753832883114,7.05528243550119,8.581200581924957,7.721099188707186,9.948367231584678,8.854868383260238,8.829722735086058,9.991521846075695,7.434628227636725,8.988684686772165,7.707359132080882,8.672425341971495,7.820178962415189,10.4655664048094
GSM929496,10.27029532647204,6.930737337562887,8.262094845370179,10.60825482197791,9.493855449240824,6.339850002884625,9.044394119358454,7.6582114827517955,9.76983784362944,11.38855550398256,10.989394499844732,9.473705749619414,8.515699838284043,7.761551232444479,8.459431618637296,9.344295907915818,7.6293566200796095,9.698704666770343
GSM929497,10.343185715447882,7.022367813028454,7.219168520462162,6.700439718141092,10.25502856981873,7.906890595608519,9.303780748177104,7.531381460516312,9.513727595952435,8.974414589805528,8.73470962022584,10.634811050171718,6.906890595608519,9.560332834212442,7.209453365628949,8.804131021183318,7.912889336229962,9.052568050804156
GSM929498,10.075479149488016,5.754887502163469,7.238404739325079,6.507794640198696,9.812177305514448,7.383704292474053,8.625708843064466,7.523561956057013,9.473705749619414,10.318542809702723,10.059344460824423,10.573647187493323,7.139551352398794,8.939579214314692,7.781359713524661,8.700439718141093,7.546894459887637,7.562242424221073
GSM929499,9.967226258835993,6.930737337562887,7.266786540694902,8.614709844115207,10.156083076288684,8.238404739325079,8.90086680798075,7.807354922057604,9.668884984266247,8.826548487290916,8.632995197142959,9.78463484555752,7.276124405274238,9.90689059560852,7.03342300153745,8.17492568250068,7.734709620225839,9.076815597050832
GSM929500,9.49785183695112,5.643856189774724,7.257387842692652,7.294620748891627,10.018200178813226,8.632995197142959,8.73470962022584,6.409390936137703,9.194756854422248,9.197216693110052,8.854868383260238,10.211888294546004,6.727920454563199,9.245552706255683,6.727920454563199,8.144658242831882,7.7279204545632,6.507794640198696
GSM929501,9.76487159073609,6.475733430966398,7.882643049361842,5.977279923499917,10.048486873992337,7.930737337562887,7.569855608330948,7.643856189774724,9.537218400538595,8.422064766172811,8.554588851677638,9.957102041562289,7.9188632372745955,10.121533517340032,7.839203788096944,8.303780748177104,7.219168520462162,9.074141462752506
GSM929502,10.016808287686557,6.7414669864011465,7.539158811108032,7.08746284125034,9.859534786382651,8.257387842692651,8.357552004618084,7.417852514885899,9.184875342908285,9.453270634010623,8.717676423066395,9.167418145831736,7.636624620543649,9.328674927327947,6.554588851677638,8.74819284958946,7.499845887083206,8.89178370321831
GSM929503,9.527477006060396,7.392317422778761,7.523561956057013,7.741466986401146,9.661778097771988,7.882643049361842,8.632995197142959,7.554588851677638,10.127994320976391,8.308339030139408,8.842350343413809,9.96000193206808,8.134426320220927,9.449148645375436,8.038918989292302,8.400879436282185,7.787902559391432,7.839203788096944
GSM929504,9.791162888555018,7.011227255423254,7.6582114827517955,6.08746284125034,10.200898605038445,10.176173149107491,8.854868383260238,7.409390936137703,9.759888183221834,9.111135670234708,9.187352073200495,10.329796338220705,8.430452551665532,9.893301530860564,8.134426320220927,8.826548487290916,7.686500527183218,9.113742166049189
GSM929505,9.422064766172811,7.339850002884624,7.257387842692652,6.832890014164742,9.834471049984222,9.184875342908285,8.451211111832329,7.741466986401146,10.85096815098244,7.870364719583405,8.29920801838728,10.283088353024002,7.392317422778761,9.527477006060396,7.930737337562887,8.339850002884624,7.651051691178929,8.076815597050832
GSM929506,9.52943055414615,6.832890014164742,7.592457037268081,7.05528243550119,11.50928016808786,6.475733430966398,8.539158811108031,7.45121111183233,9.60733031374961,9.250298417906333,9.245552706255683,10.156083076288684,7.475733430966398,9.038918989292304,7.247927513443586,8.710806433699352,7.693486957499325,9.192292814470768
GSM929507,9.661778097771988,6.569855608330948,7.622051819456376,7.189824558880018,9.702172685365548,7.6582114827517955,8.618385502258606,7.375039431346925,9.820178962415188,8.614709844115207,8.62935662007961,10.03754695396218,7.10852445677817,9.554588851677638,7.467605550082998,8.487840033823051,8.08746284125034,8.897845456005513
GSM929508,10.016808287686557,7.149747119504682,7.721099188707186,6.321928094887362,9.544964432789238,8.113742166049189,8.154818109052105,7.303780748177103,9.69522829149575,8.661778097771986,9.543031820255235,9.995767150877802,7.569855608330948,9.517669388133813,7.761551232444479,8.290018846932618,7.426264754702098,9.05528243550119
GSM929509,9.264442600226602,7.507794640198696,7.672425341971495,6.375039431346925,9.467605550082997,8.778077129535358,8.951284714966972,7.199672344836364,10.004220466318197,9.079484783826816,8.92184093707449,10.296916206879288,7.6582114827517955,9.422064766172811,8.233619676759702,8.20945336562895,7.569855608330948,8.658211482751796
GSM929510,10.08613622502731,7.266786540694902,7.6293566200796095,7.686500527183218,8.980139577639157,7.238404739325079,8.044394119358454,7.475733430966398,9.550746785383245,9.501837184902296,9.812177305514448,9.74819284958946,7.05528243550119,9.661778097771988,7.426264754702098,8.861086905995393,7.400879436282184,7.312882955284356
GSM929511,9.531381460516313,6.426264754702098,7.523561956057013,5.832890014164742,8.876516946565,7.665335917185176,8.758223214726724,7.636624620543649,9.949826710759112,9.076815597050832,9.41151098801207,10.131856960608792,7.531381460516312,9.240791332161958,7.417852514885899,8.991521846075695,7.584962500721156,10.274960472140602
GSM929512,10.360847084179666,6.870364719583405,8.071462362556625,7.7279204545632,10.995767150877802,8.977279923499918,8.257387842692651,7.876516946565,9.698704666770343,7.965784284662087,8.707359132080883,10.438791852578262,7.569855608330948,9.312882955284357,7.523561956057013,9.179909090014934,7.930737337562887,8.909893083770042
GSM929513,9.63662462054365,7.936637939002572,7.562242424221073,7.761551232444479,10.111135670234708,8.50382573799575,8.344295907915816,7.584962500721156,10.193525360501216,8.857980995127573,9.204571144249204,10.014020470314936,8.487840033823051,9.197216693110052,8.312882955284357,8.794415866350105,7.383704292474053,9.541096615349524
GSM929514,9.167418145831736,6.794415866350106,7.475733430966398,6.539158811108032,9.9901039638575,7.577428828035749,8.483815777264256,7.569855608330948,9.715961990255146,10.210671343785622,9.67771964164101,10.363039630256514,7.08746284125034,8.588714635582265,7.592457037268081,8.807354922057604,7.6582114827517955,6.714245517666122
GSM929515,9.487840033823051,7.044394119358453,7.577428828035749,6.768184324776926,10.274960472140602,7.820178962415189,8.774787059601174,8.149747119504683,9.802516365121225,9.355351096424812,9.46352437327118,10.125413470483316,7.375039431346925,9.068778277985412,7.643856189774724,8.543031820255239,8.228818690495881,9.169925001442314
GSM929516,10.029287226968243,7.139551352398794,7.924812503605781,6.321928094887362,10.32755264408124,8.447083226209653,9.002815015607053,7.276124405274238,10.01262453886506,8.965784284662087,9.124121311829189,10.014020470314936,7.539158811108032,9.211888294546004,7.330916878114618,8.592457037268082,8.467605550082997,8.848622940429339
GSM929517,9.558420713268664,6.954196310386876,7.562242424221073,8.375039431346924,10.793603309279408,8.049848549450562,8.672425341971495,6.94251450533924,9.590587049915037,8.845490050944376,8.45532722030456,10.034798962577268,7.294620748891627,9.328674927327947,7.876516946565,8.169925001442312,8.219168520462162,9.290018846932618
GSM929518,10.197216693110054,7.189824558880018,7.954196310386876,8.238404739325079,10.107217075591384,8.49585502688717,8.74819284958946,7.507794640198696,10.08613622502731,8.581200581924957,8.90689059560852,10.265615046484458,7.312882955284356,8.98299357469431,7.357552004618085,8.820178962415188,8.483815777264256,6.584962500721156
GSM929519,9.129283016944967,6.977279923499917,8.098032082960527,6.882643049361842,10.302638923787551,8.179909090014934,8.344295907915816,7.761551232444479,9.995767150877802,8.867278739709663,9.34207466799914,9.815383295813538,7.90086680798075,9.487840033823051,7.826548487290916,8.632995197142959,7.686500527183218,9.264442600226602
GSM929520,10.095397022792556,6.266786540694902,7.22881869049588,6.39231742277876,9.905387005018133,7.475733430966398,8.954196310386877,7.930737337562887,9.625708843064466,9.23840473932508,8.842350343413809,10.959277505720502,7.622051819456376,8.640244936222347,7.22881869049588,9.052568050804156,7.800899899920305,9.142107057302551
